candidate_id,mode_index,omega_ea,omega_meep,Q,decay,amplitude_abs,amplitude_real,amplitude_imag,relative_error,source_shift,quality_label,quality_note
15,0,0.3118261481125577,0.2886926249988189,53578.67090528974,-2.694100283946356e-06,7.505265354380825e-05,4.862118595464616e-05,5.7174129467186746e-05,0.07418724585402132,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.28902358227935193,9067.860279235936,-1.593670245124825e-05,6.16710065281611e-06,4.85460945014123e-06,3.803406045712757e-06,0.07312589393553647,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.28919675595531114,13175.124150910293,-1.0975105533837797e-05,4.187867929789925e-05,-6.153903611710335e-06,4.142406607364943e-05,0.07257054064971549,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.28947691601593495,1681.9467341059456,-8.605412708560272e-05,5.7784962449942844e-05,8.08774912606078e-06,5.721617078602174e-05,0.0716720911055718,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.2898521440211045,3293.7238231881893,-4.4000675159907534e-05,3.1510785395453596e-06,7.865769338789445e-07,3.05132638199733e-06,0.07046876672934248,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.2935127342002525,53692.16751183777,-2.7332919101798258e-06,0.00013097907979849733,-5.407788858595555e-06,0.00013086739534552515,0.05872956460884982,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.2937775116422499,3295.226824007467,-4.4576219989156084e-05,4.547239747271441e-05,-2.843277556267616e-06,4.5383418829508085e-05,0.05788044581749735,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.2938578060519472,7599.660193883436,-1.9333614829808958e-05,1.6944229792818616e-05,1.4561943190628053e-06,1.688154084723818e-05,0.057622948458204926,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.294050574853928,6490.656807625844,-2.265183505839111e-05,9.785735570833666e-06,-3.899820775840203e-06,8.975077636355266e-06,0.057004755265788014,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.2958319118109984,651.136028815144,-0.0002271659827742264,4.0801568253631654e-05,-3.291518150972577e-05,-2.4111383165168465e-05,0.05129215878261114,0.319001,incipient,250 ≤ Q < 1000: weak confinement
15,0,0.3118261481125577,0.29747586503219253,8024.9478719049985,-1.8534442203272303e-05,1.090412261295977e-05,-7.810532265961446e-06,7.608907653588375e-06,0.046020140284018955,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.29790827210769705,74746.92988944738,-1.992779319152713e-06,9.832733963165397e-05,7.304269339762455e-05,6.582575985326143e-05,0.04463344748060328,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.29801539021991424,54959.40002528508,-2.7112322012504395e-06,1.4083267534321816e-05,-6.7720952480651754e-06,1.2348163847083337e-05,0.04428992878319586,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.29822414561264227,1204.4871176130985,-0.0001237971503604063,0.00011965606727863897,-3.773150198136615e-05,0.00011355134607225199,0.04362046795064032,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.30052067129836085,1365.4303995429507,-0.00011004613321885681,7.88566265204441e-06,-7.680557303071166e-06,1.7868169956904518e-06,0.03625570492605386,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.3015327914397881,2874.5653489024357,-5.244841477597981e-05,8.60936449648381e-05,-3.0512996894929963e-05,8.050510992366627e-05,0.033009921506178735,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.30213984507205077,1979.2717733853237,-7.63260127120578e-05,2.1727009457189162e-05,1.778837480935585e-05,-1.2475442340641133e-05,0.03106315201318698,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.30225350037703685,3301.2721206529186,-4.577833776351308e-05,9.164762766049962e-05,4.358786384308196e-05,8.061876817090748e-05,0.030698669093220124,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3023672830515475,9485.84940295212,-1.5937807475493276e-05,7.79955797556445e-05,-4.788903448672218e-05,6.156257659770775e-05,0.030333777709994784,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.30252111984404634,3813.214918604365,-3.9667462535100036e-05,2.330576751833731e-05,4.523684317997962e-06,2.2862525665592715e-05,0.029840436168786594,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3029989719132441,1865.0598715767858,-8.123036062565604e-05,1.042840736613051e-05,8.627819338146497e-06,5.857679887316347e-06,0.02830800512639283,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.30582365567007513,4412.3340950735965,-3.4655541611358206e-05,6.537648060779456e-05,-1.6186699586282158e-05,6.334094231352097e-05,0.019249483979502255,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3058398633171055,7021.06569369516,-2.178015964098914e-05,8.233961717843728e-05,-4.41304790806486e-05,6.951484282657941e-05,0.019197507430619272,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3062289381342784,8187.898292352608,-1.8700094163375984e-05,7.505319259627269e-05,4.464818059420513e-05,6.032844841797645e-05,0.01794977750313278,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3064153857521437,10358.169397445075,-1.4791000899624384e-05,4.551835712275516e-05,1.3604382044028626e-05,4.343779027937295e-05,0.01735185581185098,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3064723916390535,4579.238005395768,-3.346325210416379e-05,0.00021770800125621144,5.789675858725626e-05,0.00020986838531818824,0.017169042769215475,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3065810446077117,2765.381576296908,-5.5431960499688254e-05,7.489355575207875e-05,-7.563531175571102e-06,7.451065487127254e-05,0.0168206019174272,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3086707690102274,1809.0566329271026,-8.531263294692707e-05,0.0001314161450423132,5.005652723844543e-05,0.00012150945337136971,0.010119033061946265,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.3100867005597487,2708.085232206818,-5.725202014913303e-05,6.211178089323057e-05,2.4284045722045195e-06,6.20642906747703e-05,0.005578260717831622,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3104059111828945,2326.6258379744972,-6.670731196149832e-05,0.0004412374634515732,0.00012889688098104629,0.0004219906316810083,0.004554579332938256,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.3105099413065905,20567.537287099956,-7.548544509053682e-06,0.00039889996312907896,0.00012121685487686724,0.00038003638599236924,0.0042209635527169515,0.319001,elite,Q ≥ 2500: strong cavity
15,0,0.3118261481125577,0.3112827623715076,1352.0773930502198,-0.0001151127753379816,0.0036297975277838667,0.001951313359085797,-0.003060687221419264,0.0017425919677973103,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.31157636202504213,1233.1281444294966,-0.00012633575976371542,0.013471976178757736,-0.008875759175107899,0.010134842930529502,0.0008010427894758089,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.3117675807685659,877.3432636489605,-0.0001776770813010478,0.004524156664305663,-0.0018493694451187934,-0.004128901328276367,0.00018782050301518723,0.319001,incipient,250 ≤ Q < 1000: weak confinement
15,0,0.3118261481125577,0.31196047983794634,1947.653439098205,-8.008623956795647e-05,0.014849450911359731,0.002376806428744975,-0.014658000667524849,0.0004307904458997993,0.319001,cavity,1000 ≤ Q < 2500: good cavity
15,0,0.3118261481125577,0.312395718462775,3987.8040770474236,-3.916888999898827e-05,0.002367902118895825,0.0023642819617456217,0.00013088640126312725,0.0018265637877541607,0.319001,elite,Q ≥ 2500: strong cavity
