candidate_id,k_index,segment,path_coordinate,kx,ky,mode_index,delta_omega,omega_cavity
1737,0,Γ,0.0,0.0,0.0,0,-0.04189310349100229,0.3554218822376636
1737,0,Γ,0.0,0.0,0.0,1,-0.02459239605692203,0.3727225896717438
1737,0,Γ,0.0,0.0,0.0,2,-0.014199403602188793,0.38311558212647706
1737,0,Γ,0.0,0.0,0.0,3,-0.011562446755097747,0.3857525389735681
1737,0,Γ,0.0,0.0,0.0,4,-0.00306803613825875,0.3942469495904071
1737,0,Γ,0.0,0.0,0.0,5,-0.0005316181733449583,0.3967833675553209
1737,0,Γ,0.0,0.0,0.0,6,0.005074379622423262,0.4023893653510891
1737,0,Γ,0.0,0.0,0.0,7,0.006265009440175248,0.40357999516884113
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,0,-0.041893103349249235,0.35542188237941663
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,1,-0.024592395935006964,0.3727225897936589
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,2,-0.014199434336233647,0.3831155513924322
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,3,-0.011562324703939156,0.3857526610247267
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,4,-0.0030682919037541816,0.3942466938249117
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,5,-0.0005329154084084534,0.3967820703202574
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,6,0.0050789889048130305,0.40239397463347887
1737,1,Γ,0.24682682989768667,0.1745329251994327,0.1745329251994327,7,0.006287622150512829,0.4036026078791787
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,0,-0.041893102916835755,0.3554218828118301
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,1,-0.024592395405803637,0.3727225903228622
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,2,-0.01419952729568863,0.38311545843297723
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,3,-0.011561957194118193,0.3857530285345477
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,4,-0.0030690746485518765,0.394245911080114
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,5,-0.0005366195464595678,0.3967783661822063
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,6,0.005092170244089602,0.40240715597275545
1737,2,Γ,0.49365365979537335,0.3490658503988654,0.3490658503988654,7,0.006353409863917174,0.40366839559258305
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,0,-0.041893102207226175,0.35542188352143966
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,1,-0.024592394357903877,0.37272259137076197
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,2,-0.014199679666315496,0.38311530606235034
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,3,-0.011561366238980061,0.3857536194896858
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,4,-0.0030703485382966756,0.3942446371903692
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,5,-0.0005420484616250223,0.3967729372670408
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,6,0.005111380249977676,0.40242636597864356
1737,3,Γ,0.74048048969306,0.5235987755982981,0.5235987755982981,7,0.00642610709262873,0.4037410928212946
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,0,-0.04189310124257714,0.3554218844860887
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,1,-0.024592392628190077,0.3727225931004758
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,2,-0.014199886837475556,0.38311509889119033
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,3,-0.011560586267464541,0.3857543994612013
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,4,-0.0030720557402588405,0.39424292998840704
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,5,-0.0005482159579738116,0.39676676977069203
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,6,0.005133665561312244,0.4024486512899781
1737,4,Γ,0.9873073195907467,0.6981317007977308,0.6981317007977308,7,0.0064379218076356425,0.4037529075363015
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,0,-0.041893100052787215,0.3554218856758786
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,1,-0.024592390032039536,0.3727225956966263
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,2,-0.01420014254254008,0.38311484318612576
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,3,-0.011559660785047764,0.3857553249436181
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,4,-0.003074119890276708,0.39424086583838913
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,5,-0.0005540196642751683,0.3967609660643907
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,6,0.005156653983674758,0.4024716397123406
1737,5,Γ,1.2341341494884335,0.8726646259971637,0.8726646259971637,7,0.006423362866323574,0.4037383485949894
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,0,-0.04189309867487973,0.35542188705378613
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,1,-0.02459238639948998,0.3727225993291759
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,2,-0.014200439049155147,0.3831145466795107
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,3,-0.011558638356928249,0.3857563473717376
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,4,-0.003076450909410035,0.3942385348192558
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,5,-0.0005584296041648531,0.396756556124501
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,6,0.005178913981384109,0.40249389971004995
1737,6,Γ,1.48096097938612,1.0471975511965963,1.0471975511965963,7,0.006400070060863528,0.4037150557895294
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,0,-0.04189309715128497,0.3554218885773809
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,1,-0.024592381611608764,0.3727226041170571
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,2,-0.014200767391874267,0.3831142183367916
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,3,-0.011557568444211866,0.385757417284454
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,4,-0.0030789508872577417,0.3942360348414081
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,5,-0.0005606399420033437,0.3967543457866625
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,6,0.0051997959994114626,0.4025147817280773
1737,7,Γ,1.7277878092838068,1.221730476396029,1.221730476396029,7,0.00637139756939728,0.40368638329806317
1737,8,Γ,1.9746146391814934,1.3962634015954616,1.3962634015954616,0,-0.041893095528889444,0.35542189019977644
1737,8,Γ,1.9746146391814934,1.3962634015954616,1.3962634015954616,1,-0.02459237563248744,0.3727226100961784
1737,8,Γ,1.9746146391814934,1.3962634015954616,1.3962634015954616,2,-0.014201117639956535,0.38311386808870934
1737,8,Γ,1.9746146391814934,1.3962634015954616,1.3962634015954616,3,-0.011556497601626772,0.3857584881270391
1737,8,Γ,1.9746146391814934,1.3962634015954616,1.3962634015954616,4,-0.0030815205020941886,0.39423346522657166
